法人区分,施設屋号,施設郵便番号,施設都道府県,施設市町村,施設住所１,施設住所２,施設電話番号,許可番号,枝番,業種名,細分類名,新規許可日,許可開始日,許可終了日,廃止日,抹消日 
1,メイト03014号店,933-0849,富山県,高岡市,横田本町601-1,高志の郷,0766-25-4500,120430,1,飲食店営業,食堂,20120712,20180717,20240716,,
1,クスリのアオキ吉島店,937-0066,富山県,魚津市,北鬼江311-1,,0765-25-1501,120431,102,百貨店、総合スーパー,,,20210930,29990101,,
0,仙人池ヒュッテ,938-0000,富山県,黒部市,宇奈月ブナ坂外第11国有林内,,,120432,1,飲食店営業,旅館,20130906,20230906,20280905,,
1,マークホテル,939-0626,富山県,下新川郡入善町,入膳5232-5,,0765-72-5500,120438,1,飲食店営業,旅館,20120712,20220712,20270711,,
1,アルビス砺波店内ＣＶＭ,939-1363,富山県,砺波市,三島町11-27,アルビス砺波店内,,120452,1,喫茶店営業,自動販売機,20120725,20180725,20240724,,
0,花－HANA-,939-0362,富山県,射水市,太閤山1-99オカザキビル1,富山県内一円,0766-57-8708,120461,1,飲食店営業,自動車,20120719,20220719,20270718,,
0,島津福寿堂,935-0012,富山県,氷見市,比美町5-15,,,990394,1,飲食店営業,喫茶軽食,19900413,20230401,20280331,,0
1,トントンハウス　アルビスとなみ店,939-1365,富山県,砺波市,三島町11-27,イータウンアルビス店内,,120467,2,菓子製造業,,20120725,20240725,20300724,,
0,麺処　香川,939-0363,富山県,射水市,中太閤山1-1-1,,,120469,1,飲食店営業,めん類,20120727,20180801,20240731,,
1,はま寿司高岡赤祖父店,933-0806,富山県,高岡市,赤祖父701,,,120481,1,飲食店営業,すし,20120802,20220803,20270802,,
1,はま寿司高岡赤祖父店,933-0806,富山県,高岡市,赤祖父701,,,120481,102,その他の食料・飲料販売業,,,20211224,29990101,,
1,業務スーパー魚津店,937-0041,富山県,魚津市,吉島2-10-17,,0765-22-1966,120483,1,乳類販売業,,20120808,20180808,20240807,,
1,業務スーパー魚津店,937-0041,富山県,魚津市,吉島2-10-17,,0765-22-1966,120483,2,食肉販売業（包装済の食肉のみの販売）,,20120808,20180808,20240807,,
1,業務スーパー魚津店,937-0041,富山県,魚津市,吉島2-10-17,,0765-22-1966,120483,3,魚介類販売業（包装済の魚介類のみの販売）,,20120808,20180808,20240807,,
1,業務スーパー魚津店,937-0041,富山県,魚津市,吉島2-10-17,,0765-22-1966,120483,104,百貨店、総合スーパー,,,20210611,29990101,,
0,セブン－イレブン射水八塚店,939-0275,富山県,射水市,八塚字川田266-3,,0766-52-7005,120485,1,飲食店営業,喫茶軽食,20120807,20180810,20240809,,
0,セブン－イレブン射水八塚店,939-0275,富山県,射水市,八塚字川田266-3,,0766-52-7005,120485,2,乳類販売業,,20120807,20180810,20240809,,
0,セブン－イレブン射水八塚店,939-0275,富山県,射水市,八塚字川田266-3,,0766-52-7005,120485,4,魚介類販売業（包装済の魚介類のみの販売）,,20120807,20180810,20240809,,
0,セブン－イレブン射水八塚店,939-0275,富山県,射水市,八塚字川田266-3,,0766-52-7005,120485,3,食肉販売業（包装済の食肉のみの販売）,,20120807,20180810,20240809,,
0,紅屋,938-0031,富山県,黒部市,三日市2585,,,120499,1,菓子製造業,,20120817,20180821,20240820,,
0,朝山精華堂,939-1517,富山県,南砺市,百町40-7,,0763-22-3865,120508,1,菓子製造業,,20120820,20180820,20240819,,
1,マクドナルド　１５６砺波店,939-1387,富山県,砺波市,となみ町1-18,,0763-33-4156,120510,1,飲食店営業,喫茶軽食,20120831,20180901,20240831,,
1,いみずスポーツクラブ,939-0285,富山県,射水市,本開発60-1,いみずスポーツクラブ,0766-55-5566,120514,1,喫茶店営業,自動販売機,20120814,20180818,20240817,,
1,こばと保育園,933-0802,富山県,高岡市,蓮花寺79,こばと保育園,,120533,1,飲食店営業,食堂,20120828,20180903,20240902,,
0,肴菜や　あら木,934-0003,富山県,射水市,庄川本町9-10,,,120534,1,飲食店営業,軽飲食,20120831,20230903,20280902,,
1,ひすい野ホール（別館）,939-0722,富山県,下新川郡朝日町,大家庄102-1,,0765-83-8855,120535,1,飲食店営業,料理,20121101,20221102,20271101,,
1,ひすい野ホール（別館）,939-0722,富山県,下新川郡朝日町,大家庄102-1,,0765-83-8855,120535,2,飲食店営業,料理,20141114,20191114,20251113,,
1,ワークサポートあゆみ,937-0016,富山県,魚津市,立石154,,0765-24-4865,120541,1,飲食店営業,仕出し弁当,20120828,20220903,20280902,,
1,(有)三権商店　ひみ番屋街店,935-0004,富山県,氷見市,北大町25-5,ひみ番屋街,0766-72-0355,120543,1,飲食店営業,そう菜,20120928,20221001,20270930,,
1,ショップｔｕｌｉｐ,939-1312,富山県,砺波市,東開発271,パナソニック・タワージャズセミコンダクター(株)砺波地区,0763-32-6718,120549,1,乳類販売業,,20120914,20180915,20240914,,
1,ショップｔｕｌｉｐ,939-1312,富山県,砺波市,東開発271,パナソニック・タワージャズセミコンダクター(株)砺波地区,0763-32-6718,120549,102,コンビニエンスストア,,,,,,
1,コメダ珈琲　イータウンとなみ店,939-1365,富山県,砺波市,三島町11-21,,0763-55-6663,120556,1,飲食店営業,喫茶軽食,20120921,20220921,20270920,,
0,古城亭,933-0044,富山県,高岡市,古城1-11,,,120562,1,飲食店営業,食堂,20120906,20221016,20271015,,
0,居酒屋　たかじん,934-0013,富山県,射水市,立町2-16,,,120569,2,飲食店営業,軽飲食,20181025,20181025,20241024,,
0,鮨　大門,937-0067,富山県,魚津市,釈迦堂1-2-3,,0765-32-5868,120570,1,飲食店営業,すし,20121105,20221111,20271110,,
0,スナック季節,933-0029,富山県,高岡市,御旅屋町67-8,,0766-23-5824,120579,1,飲食店営業,軽飲食,20120907,20220910,20270909,,
1,有限会社　ピアファイブ,935-0004,富山県,氷見市,北大町25-5,ひみ番屋街,0766-74-7181,120580,1,飲食店営業,喫茶軽食,20120928,20221001,20270930,,
1,ヴィヴァーチェ,935-0004,富山県,氷見市,北大町25-5,ひみ番屋街,0766-74-3755,120583,1,飲食店営業,喫茶軽食,20120928,20221001,20270930,,
1,天然温泉　海王,934-0049,富山県,射水市,鏡宮361,天然温泉　海王,0766-82-7777,120584,1,乳類販売業,自動販売機,20120907,20180907,20240906,,
0,喜茶　和　ででれこでん,939-1914,富山県,南砺市,上梨732,,,120587,1,飲食店営業,喫茶軽食,20120921,20220922,20270921,,
0,そば屋　魚津店,937-0046,富山県,魚津市,上村木413,アップルヒル内,0765-23-1388,120588,1,飲食店営業,めん類,20120925,20221012,20271011,,
0,まんだら食堂,930-1406,富山県,中新川郡立山町,芦峅寺55番地1,,076-482-1756,120589,1,飲食店営業,食堂,20120919,20220923,20270922,,
0,さんくろ酒,935-0016,富山県,氷見市,本町1-5,,0766-72-5052,120593,1,飲食店営業,軽飲食,20120920,20220921,20270920,,
0,｛仮｝　kari,933-0848,富山県,高岡市,西町2-6,,,120594,2,菓子製造業,,20191016,20191016,20241015,,
1,ファミリーマート黒部前沢店,938-0806,富山県,黒部市,前沢1530-1,,0765-54-1352,120599,1,飲食店営業,喫茶軽食,20120926,20180928,20240927,,
1,ファミリーマート黒部前沢店,938-0806,富山県,黒部市,前沢1530-1,,0765-54-1352,120599,105,コンビニエンスストア,,,,,,
0,８番らーめん高岡万葉店,933-0076,富山県,高岡市,米島字表向448-1,,0766-50-8814,120600,1,飲食店営業,中華料理,20120924,20230928,20280927,,
1,あんしん弁当小杉インター店,939-0321,富山県,射水市,流通センター青井谷2丁目9-2,,0766-56-1531,120605,1,飲食店営業,仕出し弁当,20120924,20190925,20250924,,
1,あんしん弁当小杉インター店,939-0321,富山県,射水市,流通センター青井谷2丁目9-2,,0766-56-1531,120605,4,そうざい製造業,,20120924,20190925,20250924,,
1,あんしん弁当小杉インター店,939-0321,富山県,射水市,流通センター青井谷2丁目9-2,,0766-56-1531,120605,3,乳類販売業,,20120924,20190925,20250924,,
1,あんしん弁当小杉インター店,939-0321,富山県,射水市,流通センター青井谷2丁目9-2,,0766-56-1531,120605,5,菓子製造業,,20170317,20230317,20290316,,
1,麺屋いく蔵,935-0004,富山県,氷見市,北大町25-5,ひみ番屋街,,120606,1,飲食店営業,めん類,20120928,20221001,20270930,,
0,洋食屋ハロー,935-0004,富山県,氷見市,北大町25-5,ひみ番屋街,0766-72-2286,120607,1,飲食店営業,食堂,20120928,20221001,20270930,,
0,いろどり喫茶店,933-0912,富山県,高岡市,丸の内5-16,,0766-50-9131,120610,1,飲食店営業,食堂,20120924,20220925,20270924,,
0,いろどり喫茶店,933-0912,富山県,高岡市,丸の内5-16,,0766-50-9131,120610,2,菓子製造業,,20211011,20211013,20261012,,
1,㈱オフショア　マクドナルド上市ガイナシティ店,930-0357,富山県,中新川郡上市町,正印257,,076-473-9600,120611,1,飲食店営業,喫茶軽食,20120925,20181001,20240930,,
0,宮下　幸子,935-0251,富山県,氷見市,熊無551,,,120613,1,漬物製造業,,20240426,20240507,20290506,,
0,宮下　幸子,935-0251,富山県,氷見市,熊無551,,,120613,102,農産保存食料品製造・加工業,,,20240416,29990101,,
1,葵の園　なんと,939-1744,富山県,南砺市,天池字二番野島1555-3,,0763-52-0050,120619,1,飲食店営業,食堂,20120928,20181001,20240930,,
1,氷見前寿し,935-0004,富山県,氷見市,北大町25-5,ひみ番屋街,,120620,1,飲食店営業,すし,20120928,20231001,20280930,,
1,氷見前寿し,935-0004,富山県,氷見市,北大町25-5,ひみ番屋街,,120620,3,ふぐ処理営業,,20231208,20231208,20281207,,
1,きときと亭三喜,935-0004,富山県,氷見市,北大町25-5,ひみ番屋街,,120621,1,飲食店営業,食堂,20120928,20221001,20270930,,
1,きときと亭三喜,935-0004,富山県,氷見市,北大町25-5,ひみ番屋街,,120621,2,ふぐ処理営業,,20120928,20221001,20270930,,
1,番屋亭,935-0004,富山県,氷見市,北大町25-5,ひみ番屋街,0766-74-3500,120622,3,飲食店営業,食堂,20150323,20200323,20250322,,
1,番屋亭,935-0004,富山県,氷見市,北大町25-5,ひみ番屋街,0766-74-3500,120622,4,ふぐ処理営業,,20150323,20200323,20250322,,
1,原信　魚津店,937-0017,富山県,魚津市,江口39,,0765-25-1515,120623,5,菓子製造業,,20121012,20181015,20241014,,
1,原信　魚津店,937-0017,富山県,魚津市,江口39,,0765-25-1515,120623,7,アイスクリーム類製造業,,20121012,20181015,20241014,,
1,原信　魚津店,937-0017,富山県,魚津市,江口39,,0765-25-1515,120623,1,飲食店営業,仕出し弁当,20121012,20181015,20241014,,
1,原信　魚津店,937-0017,富山県,魚津市,江口39,,0765-25-1515,120623,2,飲食店営業,仕出し弁当,20121012,20181015,20241014,,
1,原信　魚津店,937-0017,富山県,魚津市,江口39,,0765-25-1515,120623,111,百貨店、総合スーパー,,,20210621,29990101,,
1,原信　魚津店,937-0017,富山県,魚津市,江口39,,0765-25-1515,120623,6,菓子製造業,,20121012,20181015,20241014,,
1,原信　魚津店,937-0017,富山県,魚津市,江口39,,0765-25-1515,120623,10,魚介類販売業,,20121012,20181015,20241014,,
1,原信　魚津店,937-0017,富山県,魚津市,江口39,,0765-25-1515,120623,9,食肉販売業,,20121012,20181015,20241014,,
1,原信　魚津店,937-0017,富山県,魚津市,江口39,,0765-25-1515,120623,3,飲食店営業,そう菜,20121012,20181015,20241014,,
1,原信　魚津店,937-0017,富山県,魚津市,江口39,,0765-25-1515,120623,8,乳類販売業,,20121012,20181015,20241014,,
1,原信　魚津店,937-0017,富山県,魚津市,江口39,,0765-25-1515,120623,4,喫茶店営業,自動販売機,20121012,20181015,20241014,,
1,大阪屋ショップ入善店,939-0642,富山県,下新川郡入善町,上野7141,,0765-74-0330,120629,1,喫茶店営業,自動販売機,20120927,20181003,20241002,,
1,JAくろべカトレアホールやすらぎ別館,938-0806,富山県,黒部市,前沢4516-1,,0765-52-4900,120630,1,飲食店営業,料理,20121009,20231009,20281008,,
1,大和海産入善店,939-0642,富山県,下新川郡入善町,上野7141,,0765-74-0330,120632,1,魚介類販売業,,20120927,20181003,20241002,,
1,大阪屋ショップ入善店,939-0642,富山県,下新川郡入善町,上野7141,,0765-74-0330,120633,2,飲食店営業,仕出し弁当,20120927,20181003,20241002,,
1,大阪屋ショップ入善店,939-0642,富山県,下新川郡入善町,上野7141,,0765-74-0330,120633,3,飲食店営業,そう菜,20120927,20181003,20241002,,
1,大阪屋ショップ入善店,939-0642,富山県,下新川郡入善町,上野7141,,0765-74-0330,120633,5,食肉販売業,,20120927,20181003,20241002,,
1,大阪屋ショップ入善店,939-0642,富山県,下新川郡入善町,上野7141,,0765-74-0330,120633,106,百貨店、総合スーパー,,,,,,
1,ウエルシア氷見諏訪野店,935-0062,富山県,氷見市,諏訪野9-15,,0766-74-5020,120634,101,百貨店、総合スーパー,,,,,,
1,魚廣,935-0004,富山県,氷見市,北大町25-5,ひみ番屋街　東の番屋,,120639,1,水産製品製造業,,20120928,20221001,20270930,,
1,魚廣,935-0004,富山県,氷見市,北大町25-5,ひみ番屋街　東の番屋,,120639,3,飲食店営業,そう菜,20231115,20231115,20281114,,
1,順風屋,935-0004,富山県,氷見市,北大町25-5,ひみ番屋街　南の番屋,,120640,102,弁当販売業,,,,,,
1,原信　魚津店,937-0017,富山県,魚津市,江口39,原信　魚津店,0765-25-1515,120641,1,喫茶店営業,自動販売機,20121001,20181002,20241001,,
1,ウエルシア高岡井口本江店,933-0807,富山県,高岡市,井口本江字湯浦876-2,,0766-24-8241,120645,103,百貨店、総合スーパー,,,20211028,29990101,,
1,ウエルシア高岡佐野店,933-0826,富山県,高岡市,佐野1189-1,,0766-25-8730,120646,104,百貨店、総合スーパー,,,20210812,29990101,,
1,ウエルシア高岡戸出店,939-1104,富山県,高岡市,戸出町4-11-5,,0766-62-0066,120649,103,百貨店、総合スーパー,,,20210824,29990101,,
0,ラピス,933-0071,富山県,高岡市,鷲北新29-7,,,120653,1,飲食店営業,軽飲食,20121001,20221001,20270930,,
1,ウエルシア射水大島店,939-0273,富山県,射水市,中野703-2,,,384,1,乳類販売業,,20030730,20150730,20210729,,0
1,ウエルシア射水大島店,939-0273,富山県,射水市,中野703-2,,,120654,2,食肉販売業（包装済の食肉のみの販売）,,20200207,20200207,20260206,,
1,ウエルシア射水大島店,939-0273,富山県,射水市,中野703-2,,,120654,3,魚介類販売業（包装済の魚介類のみの販売）,,20200207,20200207,20260206,,
1,ウエルシア射水大島店,939-0273,富山県,射水市,中野703-2,,,120654,104,百貨店、総合スーパー,,,20210727,29990101,,
1,大阪屋入善店,939-0642,富山県,下新川郡入善町,上野7141,,0765-00-0000,120656,1,喫茶店営業,自動販売機,20121003,20181003,20241002,,
1,焼肉きんぐ高岡店,933-0806,富山県,高岡市,赤祖父372-1,,0766-28-1887,120657,1,飲食店営業,食堂,20121003,20221016,20271015,,
0,ローソンＬ　高岡羽広店,933-0844,富山県,高岡市,羽広2-211-1,,,120662,1,飲食店営業,喫茶軽食,20121004,20221004,20271003,,
1,アルビス野村店,933-0014,富山県,高岡市,野村1671-1,アルビス野村店,0766-26-2122,120667,1,喫茶店営業,自動販売機,20121004,20181004,20241003,,
1,トントンハウス,933-0014,富山県,高岡市,野村1671-1,アルビス野村店　店内,,120668,2,菓子製造業,,20121004,20181004,20241003,,
1,トントンハウス,933-0014,富山県,高岡市,野村1671-1,アルビス野村店　店内,,120668,1,飲食店営業,仕出し弁当,20121004,20181004,20241003,,
1,アルビス野村店,933-0014,富山県,高岡市,野村1671-1,,0766-26-2122,120669,2,飲食店営業,そう菜,20121004,20181004,20241003,,
1,アルビス野村店,933-0014,富山県,高岡市,野村1671-1,,0766-26-2122,120669,3,飲食店営業,そう菜,20121004,20181004,20241003,,
1,アルビス野村店,933-0014,富山県,高岡市,野村1671-1,,0766-26-2122,120669,1,飲食店営業,仕出し弁当,20121004,20181004,20241003,,
1,アルビス野村店,933-0014,富山県,高岡市,野村1671-1,,0766-26-2122,120669,6,魚介類販売業,,20121004,20181004,20241003,,
1,アルビス野村店,933-0014,富山県,高岡市,野村1671-1,,0766-26-2122,120669,5,食肉販売業,,20121004,20181004,20241003,,
1,アルビス野村店,933-0014,富山県,高岡市,野村1671-1,,0766-26-2122,120669,107,百貨店、総合スーパー,,,20210706,29990101,,
1,ウエルシア滑川吾妻店,936-0033,富山県,滑川市,吾妻町511,,076-476-1200,364,1,乳類販売業,,20040204,20160204,20220203,,0
1,ウエルシア滑川吾妻店,936-0033,富山県,滑川市,吾妻町511,,076-476-1200,120671,101,百貨店、総合スーパー,,,20210728,29990101,,
0,旅館だんごや,930-0463,富山県,中新川郡上市町,大岩32,,,990443,1,飲食店営業,旅館,20000101,20200101,20241231,,0
1,ウエルシア黒部荻生店,938-0801,富山県,黒部市,荻生1660,,0765-33-5255,120677,104,百貨店、総合スーパー,,20210805,,,,
1,ウエルシア砺波豊町店,939-1364,富山県,砺波市,豊町2-17-2,,0763-33-4700,52465,1,乳類販売業,,20051122,20171123,20231122,,
1,ウエルシア砺波豊町店,939-1364,富山県,砺波市,豊町2-17-2,,0763-33-4700,120678,1,食肉販売業（包装済の食肉のみの販売）,,20180726,20180726,20240725,,
1,ウエルシア砺波豊町店,939-1364,富山県,砺波市,豊町2-17-2,,0763-33-4700,120678,2,魚介類販売業（包装済の魚介類のみの販売）,,20180726,20180726,20240725,,
1,ウエルシア砺波豊町店,939-1364,富山県,砺波市,豊町2-17-2,,0763-33-4700,120678,103,百貨店、総合スーパー,,,,,,
0,スタジオハート縁,930-0221,富山県,中新川郡立山町,前沢18,,076-462-3791,120682,1,飲食店営業,軽飲食,20121004,20221007,20271006,,
1,ウエルシア射水小杉店,939-0351,富山県,射水市,戸破若宮3087,,0766-55-2886,120683,102,百貨店、総合スーパー,,,20211109,29990101,,
1,ウエルシア射水小杉店,939-0351,富山県,射水市,戸破若宮3087,,0766-55-2886,120683,1,乳類販売業,,20121017,20181017,20241016,,
0,はちどり,937-0827,富山県,魚津市,坪野574,,,120686,5,そうざい製造業,,20220906,20220906,20270905,,
1,江政,935-0004,富山県,氷見市,北大町25-5,ひみ番屋街　西の番屋,,120692,1,魚介類販売業（包装済の魚介類のみの販売）,,20190416,20190417,20240416,,
1,氷見海産物（株）　まるなか屋,935-0004,富山県,氷見市,北大町25-5,ひみ番屋街　西の番屋,0766-74-1403,120693,1,魚介類販売業（包装済の魚介類のみの販売）,,20180913,20180913,20240912,,
1,氷見海産物（株）　まるなか屋,935-0004,富山県,氷見市,北大町25-5,ひみ番屋街　西の番屋,0766-74-1403,120693,2,食肉販売業（包装済の食肉のみの販売）,,20190909,20190910,20240912,,
1,みのりの番屋,935-0004,富山県,氷見市,北大町25-5,ひみ番屋街,,120701,1,飲食店営業,仕出し弁当,20131021,20231021,20281020,,
1,みのりの番屋,935-0004,富山県,氷見市,北大町25-5,ひみ番屋街,,120701,102,百貨店、総合スーパー,,,,,,
1,みのりの番屋,935-0004,富山県,氷見市,北大町25-5,ひみ番屋街,,120701,3,菓子製造業,,20230614,20230614,20280613,,
1,サンコー大門店,939-0234,富山県,射水市,二口字早稲田1621-1,,0766-25-1435,120706,3,菓子製造業,,20121015,20181015,20241014,,
1,サンコー大門店,939-0234,富山県,射水市,二口字早稲田1621-1,,0766-25-1435,120706,1,飲食店営業,仕出し弁当,20121015,20181015,20241014,,
1,サンコー大門店,939-0234,富山県,射水市,二口字早稲田1621-1,,0766-25-1435,120706,4,乳類販売業,,20121015,20181015,20241014,,
1,サンコー大門店,939-0234,富山県,射水市,二口字早稲田1621-1,,0766-25-1435,120706,2,喫茶店営業,自動販売機,20121015,20181015,20241014,,
1,サンコー大門店,939-0234,富山県,射水市,二口字早稲田1621-1,,0766-25-1435,120706,5,食肉販売業,,20121015,20181015,20241014,,
1,サンコー大門店,939-0234,富山県,射水市,二口字早稲田1621-1,,0766-25-1435,120706,8,飲食店営業,そう菜,20121015,20181015,20241014,,
1,サンコー大門店,939-0234,富山県,射水市,二口字早稲田1621-1,,0766-25-1435,120706,6,飲食店営業,仕出し弁当,20121015,20181015,20241014,,
1,サンコー大門店,939-0234,富山県,射水市,二口字早稲田1621-1,,0766-25-1435,120706,10,魚介類販売業,,20121015,20181015,20241014,,
1,サンコー大門店,939-0234,富山県,射水市,二口字早稲田1621-1,,0766-25-1435,120706,9,飲食店営業,そう菜,20121015,20181015,20241014,,
1,サンコー大門店,939-0234,富山県,射水市,二口字早稲田1621-1,,0766-25-1435,120706,7,飲食店営業,仕出し弁当,20121015,20181015,20241014,,
1,サンコー大門店,939-0234,富山県,射水市,二口字早稲田1621-1,,0766-25-1435,120706,111,百貨店、総合スーパー,,,20210618,29990101,,
1,魚問屋　氷見,939-0234,富山県,射水市,二口字早稲田1621-1,サンコー大門店内,,120707,1,飲食店営業,そう菜,20121015,20181015,20241014,,
1,魚問屋　氷見,939-0234,富山県,射水市,二口字早稲田1621-1,サンコー大門店内,,120707,2,魚介類販売業,,20121015,20181015,20241014,,
1,コマツＮＴＣ㈱ＦＫ１１,939-1502,富山県,南砺市,野尻641,コマツＮＴＣ㈱ＦＫ１１,0763-22-2161,120708,1,喫茶店営業,自動販売機,20121015,20181015,20241014,,
0,うどん・そば屋,939-1374,富山県,砺波市,山王町1-2-102,,,120715,1,飲食店営業,めん類,20121012,20181015,20241014,,
0,みくにや,939-1816,富山県,南砺市,城端523-2,,,990733,1,飲食店営業,仕出し弁当,19870812,20210801,20270731,,0
0,金屋柚子加工センター,932-0305,富山県,砺波市,庄川町金屋554-1,,0763-82-3183,120730,1,そうざい製造業,,20121019,20231020,20291019,,
1,氷見まちづくり総湯,935-0004,富山県,氷見市,北大町26-78,,0766-74-2611,120736,1,喫茶店営業,自動販売機,20121029,20181030,20241029,,
1,氷見まちづくり総湯,935-0004,富山県,氷見市,北大町26-78,,0766-74-2611,120736,2,乳類販売業,自動販売機,20121029,20181030,20241029,,
0,湊屋（たこ焼しんちゃん）,932-0052,富山県,小矢部市,泉町5-38,,,120746,1,飲食店営業,軽食,20121029,20221105,20271104,,
0,たこ焼　くろ舟,000-0000,県外,,県内一円,,,120747,1,飲食店営業,自動車,20121025,20221025,20271024,,
0,麺蔵,933-0806,富山県,高岡市,赤祖父513,,0766-25-1541,120750,1,飲食店営業,めん類,20121101,20221101,20271031,,
0,御食事処　ひまつぶし,939-0704,富山県,下新川郡朝日町,境662,,0765-83-1656,120752,1,飲食店営業,食堂,20121030,20221030,20271029,,
1,高松葬祭（ひすい野ホール別館）,939-0722,富山県,下新川郡朝日町,大家庄102-1,,0765-83-8855,120755,1,喫茶店営業,自動販売機,20121030,20181030,20241029,,
0,セブンイレブン南砺二日町店,939-1507,富山県,南砺市,二日町字寺腰島1600-1,,0763-99-9999,120758,1,飲食店営業,喫茶軽食,20121129,20181129,20241128,,
0,セブンイレブン南砺二日町店,939-1507,富山県,南砺市,二日町字寺腰島1600-1,,0763-99-9999,120758,2,乳類販売業,,20121129,20181129,20241128,,
0,セブンイレブン南砺二日町店,939-1507,富山県,南砺市,二日町字寺腰島1600-1,,0763-99-9999,120758,3,食肉販売業（包装済の食肉のみの販売）,,20121129,20181129,20241128,,
0,セブンイレブン南砺二日町店,939-1507,富山県,南砺市,二日町字寺腰島1600-1,,0763-99-9999,120758,4,魚介類販売業（包装済の魚介類のみの販売）,,20121129,20181129,20241128,,
1,助野株式会社　本社社員食堂,933-0814,富山県,高岡市,上伏間江1,,0766-27-6550,70085,1,飲食店営業,食堂,20070209,20190212,20250211,,
0,居酒屋　いろは,938-0031,富山県,黒部市,三日市807,,0765-54-1139,120761,1,飲食店営業,軽飲食,20121031,20231101,20281031,,
0,千成飯店,933-0806,富山県,高岡市,赤祖父350,,,120762,1,飲食店営業,中華料理,20121115,20181210,20241209,,
0,居酒屋　ひろちゃん,933-0036,富山県,高岡市,御旅屋町66-2,桐葉ビル,0766-23-1773,120769,1,飲食店営業,軽飲食,20121109,20221113,20271112,,
0,はま乃,935-0005,富山県,氷見市,栄町3284,,0766-74-0778,111028,1,飲食店営業,食堂,20110525,20210525,20260524,,
1,秋吉移動販売車,000-0000,富山県,高岡市,中央町20,富山県内一円,0766-22-3333,120774,2,飲食店営業,自動車,20121109,20221112,20271111,,
0,百万石うどん大門店,939-0276,富山県,射水市,北野1558-5,,,990639,1,飲食店営業,食堂,19900502,20200502,20250501,,0
0,お好み焼　八十番,930-0208,富山県,中新川郡立山町,浦田329-3,,,120778,1,飲食店営業,軽食,20121122,20221201,20271130,,
1,スーパードーム砺波店　ＳＤカフェ,939-1381,富山県,砺波市,中村273-1,スーパードーム砺波店内,0763-33-0083,120782,1,飲食店営業,喫茶軽食,20121120,20181120,20241119,,
1,北陸道有磯海サービスエリア上り線,936-0803,富山県,滑川市,栗山字松ヶ窪2913-10,,076-471-2601,120795,1,飲食店営業,食堂,20121122,20231201,20281130,,
1,北陸道有磯海サービスエリア上り線,936-0803,富山県,滑川市,栗山字松ヶ窪2913-10,,076-471-2601,120795,12,魚介類販売業（包装済の魚介類のみの販売）,,20190731,20190731,20250131,,
1,北陸道有磯海サービスエリア上り線,936-0803,富山県,滑川市,栗山字松ヶ窪2913-10,,076-471-2601,120795,6,乳類販売業,,20130131,20190201,20250131,,
1,北陸道有磯海サービスエリア上り線,936-0803,富山県,滑川市,栗山字松ヶ窪2913-10,,076-471-2601,120795,7,飲食店営業,軽食,20130326,20190327,20250131,,
1,北陸道有磯海サービスエリア上り線,936-0803,富山県,滑川市,栗山字松ヶ窪2913-10,,076-471-2601,120795,8,アイスクリーム類製造業,,20130326,20190327,20250131,,
1,北陸道有磯海サービスエリア上り線,936-0803,富山県,滑川市,栗山字松ヶ窪2913-10,,076-471-2601,120795,9,飲食店営業,食堂,20130329,20230329,20280328,,
1,北陸道有磯海サービスエリア上り線,936-0803,富山県,滑川市,栗山字松ヶ窪2913-10,,076-471-2601,120795,11,菓子製造業,,20130416,20190418,20250131,,
0,深美糀店,930-0313,富山県,中新川郡上市町,中江上65,,,120796,1,みそ又はしょうゆ製造業,,20121221,20221226,20271225,,
1,クスリのアオキ　上四屋店,933-0948,富山県,高岡市,上四屋2-20,,0766-25-5011,120801,104,百貨店、総合スーパー,,,20211109,29990101,,
1,株式会社　道の駅新湊,934-0049,富山県,射水市,鏡宮296,,0766-83-0111,120802,1,喫茶店営業,自動販売機,20121127,20181128,20241127,,
1,ロッジ　峰,939-1927,富山県,南砺市,梨谷313-6,,0763-66-2874,120810,1,飲食店営業,旅館,20121210,20221220,20271219,,
1,餃子の王将砺波店,939-1365,富山県,砺波市,三島町11-27,イータウン砺波敷地内,,120813,1,飲食店営業,中華料理,20121203,20181210,20241209,,
1,餃子の王将砺波店,939-1365,富山県,砺波市,三島町11-27,イータウン砺波敷地内,,120813,102,その他の食料・飲料販売業,,,,,,
1,台湾菜館,930-3267,富山県,中新川郡立山町,江崎8,,076-482-6680,120816,1,飲食店営業,中華料理,20121130,20221213,20271212,,
0,手づくり　いしくら,937-0844,富山県,魚津市,下椿884,,,120819,1,菓子製造業,,20121127,20221127,20271126,,
0,手づくり　いしくら,937-0844,富山県,魚津市,下椿884,,,120819,2,漬物製造業,,20221101,20221127,20271126,,
0,手打ち蕎麦　竹の子,933-0056,富山県,高岡市,中川1-1-14,,0766-75-1248,120820,1,飲食店営業,めん類,20121205,20221208,20271207,,
1,㈲ふかみ　Ｃａｆｅふかみ,939-0744,富山県,下新川郡朝日町,平柳228-2,,0765-83-3030,120822,1,飲食店営業,喫茶軽食,20121205,20221206,20271205,,
1,スーパードーム砺波店,939-1381,富山県,砺波市,中村273-1,スーパードーム砺波店内,0763-33-0083,120825,1,喫茶店営業,自動販売機,20121217,20181222,20241221,,
1,スーパードーム砺波店,939-1381,富山県,砺波市,中村273-1,スーパードーム砺波店内,0763-33-0083,120825,2,乳類販売業,自動販売機,20121217,20181222,20241221,,
